timestamp,source601,source620,source623,source634,source640,source647,source673,source682,source684,source686,source703,source714,source734,source749,source755,source762,source767,source774,source777,source778,source781,source787,source790,source792,source826,source843,source847,source856,source859,source873,source874,source877,source881,source886,source891,source892,source899,source915,source931,source936,source945,source953,source960,source961,source964,source973,source976,source980,source984,source998,source1013,source1030,source1055,source1058,source1059,source1060,source1066,source1069,source1126,source1145,source1351,source1359,source3001,source1364,source1368,source1370,source1373,source1374,source1375,source1391,source1398,source1399,source1401,source1405,source1406,source1407,source1410,source1413,source1416,source1417,source1418,source1425,source1427,source1430,source1431,source1434,source1436,source1443,source1456,source1458,source1459,source1470,source1475,source2009,source1497,source1605,source1608,source1602,source1491,source1487,source1620,source1615,system_median
637360779500000000,60.0046,60.0029,60.0042,60.0028,60.0013,60.0029,60.0029,60.0028,60.0012,60.0018,60.0016,60.0014,60.0024,60.0032,60.004,60.0034,60.0021,60.0024,60.0014,60.0031,60.0034,60.0023,60.0024,60.0034,60.0022,60.0022,60.0044,60.0031,60.0022,60.0023,60.0033,60.0026,60.0021,60.0026,60.004,60.0017,60.0034,60.0033,60.0021,60.0023,60.0027,60.0028,60.0018,60.0028,60.0028,60.0027,60.0038,60.0021,60.0031,60.0026,60.0023,60.0022,60.0027,60.0023,60.0033,60.0035,60.0032,60.0029,60.0022,60.0027,60.0031,60.0022,60.0054,60.003,60.0022,60.0023,60.0043,60.0025,60.0026,60.0006,60.0036,60.0023,60.0026,60.003,60.0021,60.0029,60.0022,60.0038,60.0033,60.0019,60.0029,60.003,60.0035,60.0033,60.0033,60.0022,60.0028,60.0021,60.0029,60.0044,60.0048,60.0045,60.0032,60.0028,60.003,60.0033,60.0023,60.003,60.0026,60.0019,60.0023,60.0016,60.0028,0,0,0
637360779501000000,60.0034,60.0031,60.0034,60.0026,60.0032,60.0025,60.0032,60.0009,60.0019,60.0032,60.0018,60.0026,60.0022,60.0029,60.0026,60.0016,60.0038,60.0016,60.0022,60.0032,60.0026,60.0035,60.0029,60.0025,60.0022,60.0025,60.0041,60.0035,60.0016,60.0021,60.0022,60.0024,60.0033,60.0027,60.0033,60.0022,60.0038,60.0028,60.0022,60.0035,60.003,60.0023,60.0015,59.9995,60.0032,60.0018,60.0012,60.004,60.0027,60.0027,60.0019,60.0017,60.0022,60.002,60.0026,60.0034,60.003,60.0027,60.0015,60.0026,60.0023,60.0025,60.0062,60.0022,60.0017,60.0027,59.998,60.002,60.0019,60.0097,60.0019,60.0021,60.002,60.0032,60.0022,60.0044,60.0019,60.0035,60.0025,60.0014,60.003,60.0019,60.0032,60.0024,60.0037,60.0013,60.0021,60.0023,60.0023,60.0058,60.0048,60.0023,60.0033,60.0022,60.0028,60.003,60.0027,60.0031,60.0036,60.0013,60.0028,60.0031,60.0026,0,0,0
637360779502000000,60.0047,60.0025,60.0033,60.0026,60.0013,60.0027,60.0028,60.0019,60.0018,60.004,60.0024,60.0015,60.0025,60.003,60.0029,60.0019,60.0018,60.0038,60.0023,60.0029,60.0034,60.0023,60.0044,60.003,60.0027,60.0026,60.0054,60.0037,60.0025,60.003,60.0018,60.0028,60.0006,60.0021,60.0041,60.0023,60.0035,60.0023,60.0027,60.0034,60.003,60.0015,60.0025,60.0011,60.0025,60.0045,60.0025,60.0021,60.0022,60.0023,60.002,60.0023,60.0034,60.0018,60.0023,60.0044,60.0022,60.0023,60.0019,60.0028,60.0023,60.002,60.0059,60.0028,60.0021,60.0019,60.0022,60.0021,60.0021,60.0006,60.0011,60.0021,60.0017,60.0025,60.0019,60.0016,60.0018,60.0032,60.0029,60.0019,60.0023,60.0024,60.0031,60.0024,60.0037,60.0023,60.0023,60.003,60.0025,60.0044,60.0037,60.0019,60.0027,60.0022,60.0014,60.0025,60.002,60.0028,60.0028,60.0014,60.0008,60.0025,60.0024,0,0,0
637360779503000000,60.0037,60.0023,60.0035,60.0027,60.0026,60.0019,60.0028,60.0025,60.0019,60.0029,60.0044,60.0024,60.0016,60.0016,60.0019,59.9997,60.0046,60.0023,60.0028,60.0026,60.0014,60.0033,60.0031,60.0028,60.0026,60.0023,60.0044,60.0032,60.0007,60.0025,60.0015,60.0025,60.0027,60.002,60.0034,60.0013,60.0035,60.002,60.0014,60.0026,60.002,60.0019,60.0006,60.0021,60.0032,60.0016,60.0017,60.003,60.0021,60.0022,60.002,60.0021,60.0025,60.0017,60.0018,60.0046,60.0024,60.0019,60.0026,60.0026,60.0021,60.002,60.0074,60.0021,60.0017,60.0023,60.0016,60.0007,60.001,59.9985,60.0035,60.002,60.0029,60.0025,60.002,60.003,60.002,60.0027,60.0027,60.0015,60.0025,60.0023,60.0032,60.002,60.0039,60.0026,60.003,60.0022,60.0018,60.0027,60.0031,60.0017,60.0028,60.0033,60.0026,60.0022,60.0018,60.0027,60.0026,60.0023,60.001,60.0018,60.0023,0,0,0
637360779504000000,60.0029,60.0019,60.0027,60.002,60.0024,60.0024,60.0022,60.0025,60.0025,60.004,60.0029,60.0016,60.0029,60.0017,60.0023,60.001,60.0016,60.0041,60.0022,60.0021,60.0024,60.0025,60.0014,60.0029,60.0022,60.002,60.003,60.0025,60.0031,60.0029,60.0036,60.0029,60.0031,60.0019,60.0024,60.0018,60.003,60.0024,60.0023,60.0024,60.0029,60.0025,60.0043,60.0021,60.0024,60.0024,60.0021,60.0007,60.0029,60.0025,60.0017,60.002,60.0023,60.0022,60.002,60.004,60.0025,60.005,60.0022,60.0027,60.0045,60.0024,60.0079,60.0013,60.0021,60.0008,60.0048,60.001,60.0029,60.0139,60.0024,60.0026,60.0021,60.0024,60.002,60.0026,60.0025,60.0029,60.002,60.0022,60.0024,60.0021,60.0026,60.0021,60.0034,60.0027,60.003,60.002,60.0021,60.0023,60.0017,60.0029,60.0021,60.0036,60.0026,60.0029,60.0023,60.0028,60.0027,60.0025,60.0025,60.0029,60.0024,0,0,0
637360779505000000,60.0032,60.0022,60.0024,60.0016,60.0025,60.0019,60.0027,60.0034,60.0026,60.0036,60.0034,60.0027,60.0024,60.0015,60.0017,60.0034,60.0027,60.002,60.0024,60.0018,60.0029,60.0026,60.0036,60.0025,60.0027,60.002,60.0043,60.003,60.0024,60.003,60.0014,60.0025,60.0016,60.0024,60.0038,60.002,60.0031,60.0022,60.0034,60.0031,60.0025,60.0033,60.0022,60.0056,60.0019,60.0028,60.002,60.0023,60.0025,60.0024,60.003,60.0018,60.0022,60.0023,60.0019,60.0036,60.0025,60.0019,60.002,60.0023,60.0025,60.0022,60.0074,60.003,60.0021,60.0011,60.0028,60.0023,60.0025,59.9987,60.0026,60.0022,60.002,60.0026,60.0026,60.0013,60.0023,60.0023,60.0028,60.0041,60.0015,60.0028,60.0024,60.0032,60.0027,60.0022,60.0013,60.0018,60.0026,60.0019,60.0019,60.0018,60.0026,60.0031,60.0023,60.0023,60.0016,60.0025,60.0023,60.0023,60.002,60.0014,60.0024,0,0,0
637360779506000000,60.0022,60.0013,60.0026,60.0022,60.0027,60.0021,60.0027,60.0017,60.002,60.0029,60.004,60.0023,60.0022,60.0054,60.0024,60.0035,60.0031,60.0022,60.0022,60.003,60.0019,60.0025,60.0021,60.0023,60.0023,60.0024,60.0023,60.0028,60.0026,60.003,60.0034,60.0027,60.0031,60.0019,60.0033,60.0014,60.0025,60.0019,60.0037,60.0023,60.0024,60.0036,60.0025,60.0019,60.0014,60.0022,60.0009,60.001,60.0032,60.0027,60.0024,60.0024,60.0025,60.0021,60.0021,60.0031,60.0023,60.0019,60.0026,60.0024,60.0006,60.0023,60.0087,60.0022,60.0028,60.0003,60.0015,60.0025,60.0023,59.9947,60.0021,60.0025,60.0028,60.0029,60.0021,60.0008,60.0025,60.0022,60.0022,60.0026,60.0025,60.0026,60.0025,60.0018,60.0026,60.0023,60.0056,60.0036,60.0028,60.0012,60.0017,60.0017,60.0026,60.0028,60.0024,60.0016,60.0017,60.0025,60.0028,60.0025,60.0017,60.0017,60.0024,0,0,0
637360779507000000,60.0023,60.0024,60.0025,60.0018,60.0046,60.0012,60.0023,60.0024,60.0029,60.0032,60.0022,60.0034,60.0021,60.0005,60.0016,60.0043,60.0016,60.0025,60.0031,60.0017,60.002,60.0016,60.0031,60.0027,60.0035,60.0032,60.0027,60.0029,60.0026,60.0034,60.0017,60.0019,60.0039,59.9986,60.0033,60.0024,60.0022,60.0015,60.0042,60.0018,60.0024,60.0043,60.0029,60.0024,60.0015,60.0005,60.0023,60.0019,60.0033,60.003,60.0019,60.0029,60.0027,60.0024,60.0029,60.003,60.002,60.0023,60.003,60.0018,60.0006,60.0028,60.009,60.0022,60.0033,60.0026,59.9992,60.0021,60.0021,60.0074,60.004,60.0024,60.0038,60.0025,60.0019,60.0016,60.0034,60.0016,60.0015,60.0027,60.0043,60.0026,60.0016,60.0016,60.0022,60.0022,60.0019,60.0043,60.0028,60.0011,60.0024,60.0035,60.0028,60.0026,60.0026,60.0021,60.0019,60.0024,60.002,60.003,60.001,60.0027,60.0024,0,0,0
637360779508000000,60.0017,60.0024,60.0021,60.0031,60.0034,60.0019,60.0029,60.0038,60.0027,60.0024,60.0039,60.0025,60.0025,60.0009,60.0028,60.0038,60.0021,60.0034,60.0026,60.0021,60.0025,60.0018,60.004,60.0019,60.0036,60.003,60.0026,60.0023,60.0029,60.0032,60.0032,60.0034,60.003,60.0026,60.0029,60.0026,60.0028,60.0022,60.0044,60.0024,60.0027,60.0029,60.0023,60.0027,60.0017,60.0017,60.0023,60.0027,60.0026,60.0032,60.0033,60.0026,60.0028,60.0023,60.0024,60.0024,60.003,60.0009,60.0028,60.0036,60.0004,60.0031,60.0074,60.003,60.0022,60.0022,60.0026,60.0009,60.0026,60.0002,60.005,60.0027,60.0031,60.0027,60.0033,60.0024,60.0027,60.0015,60.0021,60.0031,60.0022,60.0032,60.0022,60.0015,60.0019,60.0023,60.0029,60.0032,60.0024,60.0019,60.0015,60.0021,60.0025,60.0026,60.0042,60.0027,60.002,60.0024,60.0033,60.0022,60.0017,60.0037,60.0026,0,0,0
637360779509000000,60.0016,60.0027,60.0019,60.0018,60.0041,60.0024,60.0029,60.003,60.0031,60.0017,60.0034,60.0031,60.0023,60.0017,60.0025,60.0036,60.0017,60.0038,60.0033,60.0028,60.0026,60.0019,60.0028,60.0032,60.0034,60.003,60.0016,60.0012,60.0027,60.0031,60.0027,60.0031,60.003,60.0023,60.0018,60.002,60.0018,60.0022,60.0033,60.0029,60.0026,60.0027,60.0031,60.003,60.0008,60.0004,60.0011,60.001,60.0034,60.0023,60.0019,60.0025,60.0022,60.0018,60.0013,60.0014,60.0021,60.0022,60.003,60.0012,60.0014,60.0029,60.0071,60.003,60.0024,60.0021,60.0028,60.0017,60.0013,59.9976,60.001,60.0022,60.002,60.0022,60.003,60.0008,60.0026,60.0025,60.002,60.0023,60.0019,60.0032,60.0007,60.0022,60.002,60.0032,60.0047,60.0031,60.0018,60.0009,60.0013,60.0011,60.0027,60.0016,60.0023,60.0023,60.0017,60.0025,60.0021,60.0032,60.0018,60.0028,60.0023,0,0,0
637360779510000000,60.0007,60.0022,60.0023,60.0024,60.0025,60.0017,60.0024,60.0027,60.0026,60.0016,60.0027,60.001,60.0011,60.0011,60.0024,60.0041,60.0018,60.0016,60.0009,60.0021,60.002,60.0014,60.0013,60.0018,60.0023,60.003,59.9999,60.0012,60.0019,60.0028,60.0017,60.0019,60.0034,60.0013,60.0012,60.003,60.0008,60.002,60.0026,60.0021,60.0027,60.0026,60.0027,60.0011,60.0011,60.0043,60.0028,60.0018,60.0032,60.0022,60.0032,60.0029,60.0023,60.0018,60.0025,60.0014,60.0017,60.0024,60.0025,60.0024,60.0012,60.0025,60.0062,60.0029,60.0019,60.003,60.0028,60.0026,60.0017,60.0007,60.0009,60.0013,60.0024,60.0025,60.0027,60.0009,60.0021,60.0025,60.0019,60.0023,60.0019,60.0009,60.0016,60.0019,60.0018,60.0022,60.0015,60.0022,60.0022,59.9983,60.001,60.0004,60.0019,60.0018,60.0015,60.0023,60.0021,60.0025,60.002,60.0017,60.0023,60.0023,60.0021,0,0,0
637360779511000000,60.0013,60.0022,60.002,60.0011,60.002,60.0025,60.0027,60.0028,60.0027,60.0027,60.0021,60.0015,60.0025,60.0025,60.0013,60.0003,60.0004,60.004,60.0023,60.0011,60.0022,60.0019,60.0013,60.0023,60.0032,60.0028,60.0025,60.002,60.003,60.0028,60.0018,60.0011,60.0035,60.0025,60.002,60.0028,60.0023,60.0019,60.0025,60.0026,60.002,60.0043,60.0036,60.0019,60.0012,60.0011,60.0024,60.0013,60.0025,60.0022,60.0024,60.0031,60.0019,60.0019,60.0021,60.0011,60.0014,60.0041,60.003,60.0025,60.005,60.003,60.0053,60.0027,60.0027,60.0034,60.0024,60.0013,60.0023,60.0018,60.001,60.0021,60.0024,60.0015,60.0035,60.0019,60.003,60.0018,60.0023,60.0011,60.0018,60.0026,60.0013,60.0014,60.0024,60.0028,60.0048,60.003,60.002,60.0028,60.0023,60.0026,60.0024,60.0027,60.0015,60.0022,60.0027,60.0022,60.0014,60.003,60.002,60.0028,60.0023,0,0,0
637360779512000000,60.0023,60.0029,60.0016,60.0034,60.0021,60.0033,60.0029,60.003,60.0033,60.0022,60.0049,60.0017,60.0024,60.0023,60.0024,60.0002,60.0046,60.0025,60.0025,60.0027,60.0034,60.0024,60.0029,60.0014,60.0038,60.0028,60.0028,60.0017,60.003,60.0026,60.0025,60.003,60.0027,60.0024,60.0024,60.0035,60.002,60.0023,60.0016,60.0023,60.0023,60.004,60.0031,60.0017,60.0023,60.0016,60.0025,60.0028,60.0023,60.0018,60.001,60.0037,60.0028,60.002,60.0037,60.0019,60.0022,60.0026,60.0032,60.003,60.0022,60.0031,60.0036,60.0032,60.0031,60.0012,60.001,60.0036,60.0026,60.0035,60.0013,60.0022,60.0032,60.0023,60.003,60.004,60.003,60.002,60.0026,60.0016,60.0017,60.0022,60.0016,60.0021,60.0024,60.0031,60.0036,60.0024,60.0021,60.0022,60.0019,60.0018,60.0022,60.0022,60.0021,60.0024,60.0025,60.0026,60.003,60.0028,60.0028,60.0027,60.0025,0,0,0
637360779513000000,60.0021,60.0027,60.0015,60.0023,60.0016,60.0027,60.002,60.0033,60.0033,60.0026,60.0046,60.0031,60.0017,60.0026,60.0019,60.0011,60.003,60.0024,60.0024,60.0023,60.0011,60.003,60.0012,60.0024,60.003,60.0031,60.002,60.0012,60.0033,60.0017,60.003,60.0025,60.0039,60.0024,60.0018,60.0031,60.0021,60.0024,60.0009,60.0026,60.002,60.0034,60.0037,60.0019,60.0016,60.0009,60.0023,60.002,60.0021,60.0018,60.0022,60.003,60.0026,60.0021,60.0018,60.002,60.0026,60.002,60.0032,60.0028,60.0038,60.0025,60.0027,60.0029,60.0028,60.0029,60.0041,60.0009,60.0018,60.0012,60.0044,60.002,60.0025,60.002,60.0028,60.0035,60.0023,60.0017,60.003,60.0021,60.0017,60.0016,60.0019,60.002,60.0023,60.0032,60.0022,60.0032,60.0017,60.0033,60.0018,60.0019,60.0015,60.0022,60.0033,60.0027,60.0023,60.0022,60.0014,60.0035,60.0023,60.0033,60.0023,0,0,0
637360779514000000,60.0023,60.0024,60.0015,60.0024,60.0021,60.0031,60.0021,60.0033,60.0031,60.0021,60.0036,60.0018,60.002,60.0032,60.0021,60.0025,60.0024,60.0021,60.003,60.0027,60.0024,60.0029,60.0019,60.002,60.0034,60.003,60.0032,60.0024,60.0034,60.0023,60.0017,60.0022,60.004,60.0053,60.0026,60.0026,60.0014,60.0023,60.0017,60.0029,60.0026,60.0033,60.0026,60.0018,60.001,60.0013,60.0026,60.0034,60.0017,60.0018,60.002,60.0029,60.0025,60.0022,60.0031,60.002,60.0021,60.0024,60.0027,60.0029,60.0043,60.0029,60.0016,60.0029,60.0023,60.0035,60.003,60.003,60.0015,60.0024,60.0019,60.0024,60.0015,60.0024,60.003,60.002,60.002,60.0004,60.0026,60.001,60.0009,60.0016,60.0016,60.0023,60.002,60.0028,60.0022,60.002,60.002,60.0018,60.002,60.0028,60.0007,60.0012,60.002,60.0025,60.0024,60.0024,60.0024,60.0026,60.004,60.0013,60.0024,0,0,0
