timestamp,source601,source623,source634,source640,source647,source673,source682,source684,source686,source703,source714,source734,source742,source749,source755,source767,source774,source777,source778,source781,source787,source790,source792,source797,source826,source843,source847,source856,source859,source873,source874,source877,source881,source886,source891,source892,source899,source915,source931,source936,source945,source953,source961,source973,source976,source980,source984,source985,source998,source1013,source1030,source1058,source1059,source1060,source1066,source1069,source1126,source1145,source1351,source1359,source3001,source1364,source1368,source1370,source1373,source1374,source1375,source1391,source1398,source1399,source1401,source1405,source1406,source1407,source1410,source1413,source1416,source1417,source1418,source1425,source1427,source1430,source1431,source1434,source1436,source1443,source1458,source1459,source1475,source2009,source1605,source1608,source1602,source1491,source1620,system_median
637354885860000000,60.0202,60.0212,60.0213,60.0202,60.0194,60.018,60.0201,60.0199,60.0197,60.0207,60.0215,60.0217,60.0205,60.0182,60.0208,60.0197,60.0207,60.0197,60.0199,60.0205,60.0188,60.0196,60.0197,60.0198,60.0195,60.0196,60.0193,60.0218,60.0196,60.0195,60.0208,60.0214,60.0207,60.0203,60.0199,60.0195,60.0119,60.0215,60.0186,60.0191,60.0201,60.0189,60.0211,60.0205,60.0215,60.0197,60.0202,60.0188,60.0221,60.0198,60.0196,60.0205,60.0217,60.0198,60.0204,60.0183,60.0201,60.0196,60.021,60.0192,60.0212,60.0199,60.0205,60.0195,60.0191,60.0197,60.0196,60.0196,60.0226,60.021,60.0201,60.0198,60.0198,60.0195,60.0198,60.0207,60.0191,60.0207,60.0209,60.0198,60.0211,60.02,60.0186,60.0202,60.0193,60.0202,60.0229,60.0232,60.0209,60.02,60.0189,60.0192,60.02,60.02,60.0198,60.0199,0,0,0
637354885861000000,60.0176,60.0211,60.0208,60.0202,60.0195,60.0192,60.0204,60.0202,60.0198,60.0199,60.0206,60.0217,60.0208,60.0188,60.0205,60.0194,60.0179,60.0207,60.0204,60.0201,60.0201,60.0222,60.0205,60.0216,60.0193,60.0192,60.0181,60.0215,60.0206,60.0199,60.0213,60.0222,60.0188,60.0203,60.0196,60.0201,60.006,60.0207,60.0203,60.0193,60.0205,60.0196,60.0203,60.0183,60.0218,60.0191,60.0198,60.0178,60.0176,60.02,60.0197,60.0207,60.0211,60.0202,60.0199,60.0234,60.0196,60.021,60.0218,60.0185,60.0229,60.0192,60.0204,60.0195,60.0211,60.019,60.0215,60.0191,60.0209,60.0212,60.0214,60.0194,60.0202,60.0182,60.0206,60.0208,60.0197,60.0206,60.0206,60.0201,60.021,60.0207,60.0195,60.0201,60.0197,60.0212,60.0214,60.0227,60.0218,60.02,60.0191,60.0192,60.0197,60.0203,60.0193,60.0202,0,0,0
637354885862000000,60.0198,60.0204,60.0214,60.0205,60.0195,60.0198,60.0198,60.0202,60.0196,60.0181,60.0222,60.0213,60.021,60.0192,60.0203,60.0197,60.0204,60.0217,60.0202,60.0204,60.0195,60.0221,60.0199,60.0207,60.0179,60.019,60.0202,60.0214,60.02,60.0207,60.0213,60.0214,60.0205,60.0196,60.0197,60.0198,60.0259,60.0214,60.0197,60.0192,60.0196,60.0198,60.0225,60.0208,60.0197,60.0199,60.0201,60.0215,60.0217,60.0194,60.0199,60.0207,60.0207,60.0191,60.0204,60.0187,60.0204,60.0216,60.0192,60.0214,60.0234,60.0205,60.0211,60.0194,60.0194,60.0199,60.0212,60.0188,60.0218,60.021,60.0215,60.0202,60.0198,60.0198,60.0209,60.0202,60.02,60.0205,60.0206,60.02,60.0209,60.019,60.0205,60.0203,60.0191,60.021,60.0212,60.0214,60.0223,60.02,60.0198,60.0198,60.0202,60.0202,60.0195,60.0202,0,0,0
637354885863000000,60.0181,60.021,60.0209,60.0199,60.0193,60.0196,60.0202,60.0206,60.0204,60.0194,60.0209,60.0212,60.021,60.0202,60.0203,60.0206,60.0203,60.0213,60.021,60.0206,60.0197,60.0231,60.0201,60.021,60.0222,60.0216,60.0194,60.021,60.0199,60.0202,60.0211,60.0216,60.0197,60.0202,60.0199,60.0201,60.0283,60.0214,60.0224,60.02,60.0207,60.0206,60.0224,60.0225,60.0201,60.0189,60.0202,60.0183,60.0168,60.0195,60.0203,60.0208,60.0209,60.0199,60.0209,60.018,60.0201,60.0199,60.021,60.019,60.0239,60.0189,60.0211,60.0201,60.0204,60.0181,60.0203,60.0203,60.0216,60.0211,60.02,60.02,60.0199,60.0191,60.0207,60.0209,60.0201,60.0197,60.0205,60.02,60.0207,60.0199,60.0198,60.02,60.0206,60.0203,60.0213,60.0207,60.0218,60.0199,60.0195,60.0198,60.0201,60.0205,60.0194,60.0203,0,0,0
637354885864000000,60.0205,60.0209,60.0209,60.0204,60.0197,60.0204,60.0202,60.0205,60.0194,60.0197,60.0219,60.0215,60.0204,60.0205,60.0208,60.0202,60.02,60.0213,60.0212,60.0206,60.0209,60.0242,60.0204,60.0217,60.0169,60.0188,60.0201,60.0216,60.0207,60.0197,60.0206,60.0217,60.021,60.0207,60.0201,60.0201,59.9717,60.0209,60.0189,60.0197,60.02,60.0204,60.0182,60.0202,60.0218,60.0201,60.0194,60.0223,60.0222,60.0202,60.0204,60.0205,60.0213,60.0197,60.0205,60.0201,60.0203,60.02,60.0187,60.0217,60.0233,60.0206,60.0207,60.0198,60.02,60.02,60.0204,60.0197,60.0186,60.0206,60.0203,60.0207,60.0211,60.0191,60.0206,60.0189,60.0207,60.0206,60.0206,60.0201,60.0194,60.0198,60.0201,60.0204,60.0201,60.0199,60.0205,60.0201,60.0216,60.0199,60.0198,60.0194,60.0199,60.0201,60.02,60.0204,0,0,0
637354885865000000,60.0201,60.0203,60.0207,60.0189,60.0194,60.0207,60.0202,60.0203,60.02,60.0183,60.0198,60.0211,60.0198,60.0191,60.0202,60.0201,60.0205,60.0206,60.0207,60.0208,60.0187,60.0213,60.0207,60.0202,60.0232,60.0215,60.0206,60.0206,60.0208,60.0196,60.0214,60.0214,60.0197,60.0205,60.0203,60.0207,60.0202,60.021,60.0202,60.02,60.0192,60.0193,60.0198,60.0256,60.0225,60.0188,60.0198,60.018,60.0187,60.0197,60.0199,60.0201,60.021,60.0204,60.0196,60.0205,60.0206,60.0202,60.0208,60.0189,60.0245,60.0201,60.0194,60.02,60.0218,60.0201,60.0207,60.0203,60.0186,60.0209,60.0204,60.02,60.0194,60.0203,60.0193,60.0205,60.0205,60.0197,60.0198,60.0196,60.0203,60.0207,60.0199,60.0205,60.0195,60.0203,60.0206,60.0196,60.0211,60.0197,60.02,60.0203,60.0206,60.02,60.0199,60.0202,0,0,0
637354885866000000,60.0206,60.0197,60.021,60.0204,60.02,60.0201,60.0199,60.0203,60.0194,60.0197,60.0212,60.0204,60.02,60.0213,60.0204,60.0204,60.0192,60.0206,60.0201,60.0206,60.0214,60.0208,60.0204,60.0196,60.0176,60.0195,60.0201,60.0205,60.0197,60.0193,60.0204,60.0206,60.0195,60.0172,60.0197,60.0209,60.021,60.0212,60.0184,60.0203,60.0204,60.0186,60.024,60.0196,60.0211,60.0201,60.0195,60.0181,60.0211,60.0201,60.0189,60.02,60.0212,60.0198,60.0203,60.0211,60.0202,60.0206,60.0202,60.018,60.0239,60.0204,60.0203,60.0195,60.021,60.0198,60.0196,60.0202,60.0221,60.0202,60.0207,60.0203,60.0196,60.0192,60.0203,60.0215,60.0204,60.0202,60.02,60.0195,60.0206,60.0224,60.0205,60.0202,60.0189,60.0203,60.0214,60.0203,60.0205,60.0197,60.0201,60.0199,60.0202,60.0198,60.0201,60.0202,0,0,0
637354885867000000,60.0213,60.0196,60.0204,60.02,60.02,60.0202,60.0197,60.0197,60.0215,60.0199,60.0203,60.0203,60.0201,60.0198,60.021,60.0203,60.022,60.0201,60.0207,60.0209,60.0212,60.0203,60.0195,60.0211,60.0179,60.0188,60.0218,60.0201,60.0196,60.0199,60.0211,60.0202,60.0203,60.0196,60.0203,60.0197,60.0208,60.021,60.0188,60.0204,60.0197,60.0192,60.0177,60.0222,60.0201,60.019,60.0196,60.0197,60.0173,60.0188,60.0207,60.0199,60.0203,60.0199,60.0201,60.0195,60.02,60.0212,60.0212,60.0203,60.0242,60.0206,60.0206,60.0195,60.0212,60.0212,60.0199,60.0193,60.0193,60.0203,60.0201,60.0202,60.0205,60.0189,60.0205,60.0198,60.0211,60.0199,60.0194,60.0202,60.0199,60.0209,60.0176,60.0198,60.0191,60.0194,60.0195,60.02,60.0198,60.0197,60.0196,60.0197,60.0203,60.0208,60.02,60.0201,0,0,0
637354885868000000,60.0207,60.0196,60.0208,60.0196,60.02,60.0194,60.0203,60.0204,60.0199,60.0192,60.0207,60.0199,60.0197,60.0212,60.0215,60.0217,60.02,60.0196,60.021,60.0209,60.0199,60.0204,60.0203,60.0206,60.0203,60.0204,60.0216,60.0193,60.0197,60.0195,60.0202,60.0216,60.0197,60.0207,60.0199,60.0206,60.0207,60.0209,60.0207,60.0199,60.021,60.02,60.0201,60.0196,60.0209,60.0232,60.0196,60.0205,60.0211,60.0205,60.02,60.0201,60.0205,60.0196,60.0205,60.0197,60.0199,60.0201,60.0206,60.0204,60.0242,60.0201,60.0197,60.0206,60.0199,60.0199,60.0201,60.0198,60.0203,60.0202,60.0195,60.0198,60.02,60.0211,60.0191,60.0197,60.021,60.0199,60.0197,60.0203,60.0194,60.0206,60.0199,60.0202,60.0213,60.0195,60.0204,60.0201,60.0194,60.0198,60.0205,60.0212,60.02,60.0203,60.0206,60.0202,0,0,0
637354885869000000,60.0192,60.0197,60.0206,60.0203,60.0208,60.0197,60.0199,60.0201,60.0202,60.0208,60.0206,60.0204,60.0194,60.0216,60.0201,60.0206,60.0209,60.0196,60.0205,60.0205,60.0222,60.0205,60.0198,60.0199,60.0199,60.0207,60.0197,60.0203,60.0208,60.0201,60.0206,60.0197,60.0213,60.0204,60.02,60.0197,60.0201,60.0208,60.02,60.0204,60.0196,60.0203,60.0214,60.0187,60.0194,60.0195,60.0201,60.0218,60.0219,60.0198,60.0199,60.0201,60.0206,60.0191,60.0205,60.0205,60.02,60.0208,60.0194,60.0222,60.0218,60.0207,60.0196,60.0212,60.0214,60.0207,60.0213,60.0207,60.0206,60.0204,60.0198,60.0207,60.0205,60.0202,60.0197,60.0193,60.0211,60.0197,60.0194,60.0193,60.0188,60.0212,60.0203,60.0199,60.0207,60.0207,60.0204,60.0208,60.0192,60.02,60.0202,60.0211,60.0201,60.021,60.0208,60.0203,0,0,0
637354885870000000,60.0219,60.0191,60.0196,60.021,60.0209,60.0186,60.0195,60.0194,60.0209,60.0212,60.0205,60.0196,60.0188,60.0203,60.0207,60.0211,60.0199,60.0201,60.0204,60.0201,60.0202,60.0146,60.0213,60.0207,60.022,60.0212,60.0188,60.0196,60.0196,60.0197,60.02,60.0195,60.0202,60.0207,60.0192,60.0191,60.0188,60.0207,60.0195,60.02,60.0206,60.0213,60.0199,60.0198,60.0213,60.0197,60.02,60.0188,60.0222,60.0205,60.0203,60.0201,60.0215,60.0199,60.0206,60.0204,60.0199,60.0203,60.0195,60.0198,60.0197,60.0202,60.0201,60.0211,60.0201,60.0207,60.02,60.0203,60.0208,60.0197,60.0202,60.0193,60.0191,60.0203,60.0199,60.0194,60.0203,60.0197,60.0187,60.0196,60.0191,60.02,60.0195,60.0197,60.0201,60.0202,60.0195,60.02,60.0183,60.0201,60.0207,60.021,60.0201,60.0199,60.0203,60.0201,0,0,0
637354885871000000,60.0195,60.0194,60.0204,60.0205,60.0204,60.02,60.0201,60.0205,60.0207,60.0209,60.0191,60.0202,60.0188,60.0211,60.0203,60.0207,60.0197,60.0204,60.0208,60.0212,60.0199,60.0217,60.0195,60.0211,60.0185,60.0196,60.0208,60.0195,60.0196,60.0205,60.0202,60.0203,60.0201,60.021,60.0202,60.0197,60.0195,60.0198,60.0215,60.0208,60.0201,60.0211,60.0187,60.0201,60.0207,60.0201,60.0197,60.0242,60.0207,60.0202,60.0202,60.0212,60.0214,60.0198,60.0207,60.0199,60.0204,60.0201,60.0192,60.0227,60.0193,60.0202,60.0205,60.0205,60.0205,60.0215,60.0213,60.0202,60.0223,60.0208,60.0202,60.0202,60.0199,60.0213,60.0201,60.0182,60.0201,60.0206,60.0195,60.0193,60.0192,60.0208,60.0204,60.0203,60.0221,60.0205,60.0196,60.0199,60.0197,60.0208,60.0197,60.0206,60.0205,60.021,60.0212,60.0203,0,0,0
637354885872000000,60.0207,60.0189,60.0206,60.0203,60.0202,60.0202,60.0202,60.0205,60.0203,60.0215,60.021,60.0203,60.0191,60.0203,60.0203,60.0201,60.0212,60.0204,60.0211,60.0203,60.0194,60.0214,60.0211,60.0207,60.0254,60.0228,60.0196,60.0194,60.021,60.0204,60.0207,60.0206,60.0213,60.0245,60.0205,60.0204,60.0195,60.0202,60.0204,60.0199,60.0206,60.0218,60.0216,60.0181,60.0213,60.0204,60.0208,60.0182,60.0221,60.0194,60.0205,60.0212,60.02,60.0205,60.0207,60.0209,60.0195,60.0205,60.0215,60.0183,60.0186,60.0199,60.0204,60.0206,60.0208,60.0205,60.0205,60.0199,60.0206,60.0208,60.0205,60.0198,60.0187,60.0205,60.0202,60.0191,60.0207,60.0196,60.0193,60.02,60.0192,60.0207,60.0203,60.0201,60.0196,60.0204,60.0206,60.0197,60.0197,60.0204,60.0199,60.0213,60.0199,60.0197,60.0208,60.0204,0,0,0
637354885873000000,60.0163,60.019,60.0201,60.0211,60.021,60.0202,60.0197,60.0202,60.0198,60.0208,60.0212,60.0207,60.019,60.0207,60.0205,60.0207,60.0197,60.0214,60.021,60.0211,60.0213,60.0223,60.0195,60.0205,60.0174,60.0183,60.0179,60.0188,60.0193,60.0207,60.0199,60.0211,60.0194,60.0209,60.0198,60.0198,60.0192,60.0202,60.022,60.02,60.0199,60.0195,60.0211,60.0191,60.0191,60.021,60.0209,60.0185,60.0188,60.019,60.0196,60.0212,60.0205,60.0206,60.0207,60.0195,60.0197,60.0197,60.0204,60.0192,60.0184,60.0194,60.0217,60.0212,60.0204,60.0219,60.0213,60.0203,60.0208,60.0208,60.021,60.0202,60.0188,60.0207,60.0214,60.019,60.0207,60.0201,60.0194,60.0201,60.0188,60.0201,60.0205,60.0196,60.0197,60.0209,60.0194,60.0198,60.0199,60.0207,60.02,60.0216,60.0205,60.021,60.0213,60.0202,0,0,0
637354885874000000,60.0223,60.0188,60.0205,60.0211,60.0212,60.0205,60.0198,60.02,60.0221,60.0204,60.0218,60.0202,60.0194,60.0199,60.0205,60.0201,60.0189,60.0214,60.0209,60.0205,60.0206,60.0222,60.0215,60.0205,60.0179,60.0191,60.023,60.0185,60.02,60.0202,60.021,60.0202,60.0195,60.0189,60.0209,60.019,60.0193,60.0203,60.022,60.0202,60.0201,60.0196,60.0209,60.0195,60.0194,60.0201,60.0207,60.0213,60.0208,60.021,60.0192,60.0208,60.0199,60.0217,60.0203,60.0205,60.0196,60.0213,60.0207,60.0211,60.0185,60.0196,60.0208,60.0204,60.0204,60.021,60.0202,60.0195,60.0192,60.0208,60.0203,60.0202,60.0188,60.0211,60.0206,60.0189,60.02,60.0196,60.0194,60.0205,60.0191,60.0195,60.0197,60.0195,60.0206,60.0208,60.0205,60.0206,60.0197,60.0207,60.02,60.0199,60.0203,60.0197,60.0207,60.0203,0,0,0
637354885875000000,60.0197,60.0189,60.0205,60.0209,60.021,60.0209,60.0196,60.0193,60.0196,60.0203,60.0205,60.0209,60.019,60.0185,60.0202,60.0203,60.0204,60.0217,60.02,60.0207,60.0196,60.0202,60.0196,60.0204,60.0213,60.0207,60.0183,60.0198,60.0196,60.0203,60.0207,60.0207,60.0195,60.0206,60.0202,60.0203,60.0198,60.02,60.022,60.0202,60.0202,60.0202,60.0234,60.0229,60.0202,60.0218,60.0206,60.0194,60.0179,60.0203,60.0196,60.0211,60.0212,60.0206,60.0199,60.021,60.0198,60.0195,60.0187,60.0197,60.0167,60.0195,60.0208,60.0204,60.02,60.0223,60.0214,60.0199,60.0213,60.0206,60.0207,60.0197,60.0197,60.0204,60.0211,60.0194,60.0207,60.0204,60.0193,60.0209,60.0193,60.0201,60.0209,60.0198,60.0197,60.0209,60.0198,60.0208,60.0194,60.0207,60.0201,60.0208,60.0204,60.0208,60.0215,60.0203,0,0,0
637354885876000000,60.0216,60.0187,60.0202,60.0203,60.0215,60.0215,60.0199,60.0198,60.022,60.0202,60.0211,60.0207,60.019,60.0201,60.02,60.0195,60.0209,60.021,60.0208,60.021,60.0211,60.0204,60.0209,60.0206,60.0195,60.0197,60.0216,60.0194,60.0192,60.0208,60.0205,60.0202,60.0185,60.021,60.0207,60.0206,60.0201,60.0198,60.0211,60.0204,60.0216,60.0206,60.0192,60.0195,60.0219,60.0196,60.0207,60.0184,60.0209,60.0197,60.0192,60.0204,60.0217,60.0213,60.0205,60.0206,60.0196,60.0205,60.0197,60.0185,60.0166,60.0192,60.0208,60.0206,60.0203,60.0202,60.0204,60.0219,60.0215,60.0209,60.0204,60.0203,60.0191,60.0209,60.0209,60.0189,60.0206,60.021,60.0197,60.0217,60.0188,60.0202,60.0198,60.0201,60.0188,60.0211,60.02,60.0207,60.0188,60.0203,60.0208,60.0209,60.0203,60.0202,60.0205,60.0204,0,0,0
