timestamp,source601,source620,source623,source634,source640,source647,source673,source682,source686,source703,source714,source734,source742,source749,source755,source762,source767,source774,source777,source778,source781,source787,source790,source792,source840,source843,source847,source856,source859,source873,source874,source877,source881,source886,source891,source892,source899,source915,source931,source936,source945,source953,source960,source961,source969,source976,source980,source998,source1013,source1030,source1055,source1058,source1059,source1060,source1066,source1069,source1126,source1135,source1145,source1351,source1359,source3001,source1364,source1368,source1370,source1374,source1375,source1391,source1398,source1399,source1401,source1405,source1406,source1407,source1410,source1413,source1416,source1417,source1418,source1425,source1430,source1431,source1434,source1436,source1443,source1458,source1459,source1475,source2009,source1605,source1608,source1602,source1491,source1487,source1620,source1615,system_median
637362992330000000,60.024,60.022,60.0237,60.0224,60.0232,60.0222,60.0217,60.0238,60.0228,60.0236,60.0208,60.0204,60.0221,60.024,60.0234,60.0232,60.0226,60.0226,60.0216,60.0229,60.0222,60.0213,60.0212,60.0237,60.027,60.0235,60.0227,60.0228,60.0226,60.0221,60.0223,60.0219,60.0231,60.0218,60.0229,60.0251,60.0218,60.0223,60.0231,60.0217,60.0239,60.0226,60.022,60.0228,60.0218,60.0245,60.0216,60.0237,60.0205,60.0243,60.0237,60.021,60.0227,60.0238,60.0224,60.0222,60.0241,60.021,60.0218,60.0231,60.0243,60.0168,60.0252,60.0237,60.0217,60.0225,60.0189,60.02,60.0224,60.0212,60.0238,60.0237,60.0234,60.0209,60.0235,60.0226,60.0222,60.0217,60.0227,60.0218,60.0225,60.0236,60.0241,60.023,60.0237,60.0204,60.0205,60.024,60.0229,60.0214,60.0209,60.0242,60.0247,60.0239,60.0212,60.0242,60.0226,0,0,0
637362992331000000,60.0228,60.0233,60.023,60.0229,60.0234,60.0211,60.0216,60.0242,60.0229,60.0232,60.0212,60.0214,60.0226,60.0199,60.0228,60.0224,60.0212,60.0239,60.0197,60.0219,60.0201,60.0209,60.0214,60.0244,60.024,60.0237,60.0237,60.0232,60.0246,60.0222,60.0223,60.0223,60.0241,60.022,60.0237,60.0243,60.0226,60.0223,60.0234,60.0216,60.0243,60.024,60.0255,60.0157,60.0219,60.0224,60.0231,60.0239,60.021,60.0244,60.024,60.0226,60.0213,60.0232,60.0221,60.0219,60.0243,60.0239,60.0239,60.0204,60.0229,60.0202,60.0246,60.023,60.0213,60.0212,60.0258,60.0203,60.0227,60.0222,60.0231,60.024,60.0239,60.021,60.0236,60.0226,60.0219,60.0213,60.0225,60.0213,60.0208,60.023,60.0231,60.0242,60.023,60.021,60.0195,60.0246,60.0222,60.0219,60.0214,60.0237,60.0233,60.0236,60.0249,60.0203,60.0228,0,0,0
637362992332000000,60.0225,60.0221,60.023,60.0227,60.0238,60.0216,60.0215,60.0241,60.0221,60.0249,60.0217,60.0213,60.0228,60.0224,60.0229,60.0226,60.0213,60.0227,60.0207,60.0229,60.0221,60.0212,60.0205,60.024,60.0233,60.0241,60.0233,60.0226,60.0249,60.0216,60.0214,60.0225,60.025,60.0223,60.0224,60.0248,60.0229,60.0225,60.0227,60.0222,60.0231,60.0245,60.0256,60.0223,60.022,60.0221,60.0221,60.0241,60.0212,60.0239,60.0227,60.0216,60.0223,60.0234,60.0222,60.0215,60.0242,60.0213,60.0232,60.0267,60.0254,60.0195,60.0237,60.0231,60.0216,60.0217,60.0216,60.02,60.0216,60.0212,60.0224,60.0237,60.0238,60.0223,60.0232,60.0226,60.0211,60.0209,60.0225,60.0218,60.0209,60.0224,60.0244,60.0247,60.0224,60.02,60.0206,60.0235,60.0216,60.0217,60.0214,60.0233,60.0233,60.0239,60.0211,60.0226,60.0225,0,0,0
637362992333000000,60.0239,60.0225,60.023,60.0222,60.0226,60.0212,60.0214,60.0244,60.0216,60.0234,60.0212,60.0205,60.0233,60.0206,60.0217,60.0223,60.0224,60.0222,60.0211,60.0232,60.0218,60.0217,60.0214,60.0236,60.0184,60.0248,60.0234,60.0232,60.0231,60.022,60.0216,60.0214,60.0239,60.02,60.0224,60.0239,60.0228,60.0224,60.0229,60.022,60.0239,60.0244,60.026,60.0271,60.0214,60.0223,60.0216,60.0232,60.0221,60.0239,60.0229,60.0217,60.0227,60.0233,60.0219,60.023,60.0239,60.0224,60.0224,60.0234,60.023,60.0229,60.0238,60.0219,60.0214,60.0214,60.0214,60.0137,60.0217,60.0213,60.0231,60.0233,60.0245,60.0213,60.0225,60.0227,60.0216,60.0226,60.0229,60.022,60.021,60.0225,60.0235,60.0243,60.0219,60.0206,60.0212,60.0234,60.0224,60.0223,60.0216,60.0228,60.0216,60.0226,60.0176,60.0235,60.0224,0,0,0
637362992334000000,60.0227,60.0232,60.0233,60.0225,60.0222,60.0216,60.0218,60.0244,60.0225,60.024,60.0205,60.0214,60.0223,60.0217,60.0222,60.0222,60.0212,60.0229,60.0216,60.0223,60.0184,60.0225,60.0192,60.0224,60.0223,60.0236,60.0235,60.0226,60.0244,60.0226,60.0234,60.0204,60.0241,60.0228,60.0234,60.0238,60.0234,60.0224,60.0228,60.0227,60.023,60.0243,60.0233,60.02,60.0216,60.0223,60.0219,60.0227,60.0228,60.0235,60.0225,60.0213,60.0223,60.0229,60.0222,60.0223,60.0236,60.0217,60.0217,60.0252,60.0233,60.0235,60.0231,60.0233,60.0208,60.0206,60.0216,60.0223,60.0237,60.0213,60.0226,60.0228,60.0244,60.0213,60.0234,60.0231,60.022,60.022,60.0227,60.0228,60.0213,60.0223,60.0244,60.0229,60.0227,60.0199,60.0209,60.0224,60.0215,60.0222,60.0214,60.023,60.0233,60.024,60.0219,60.0223,60.0225,0,0,0
637362992335000000,60.0226,60.0217,60.0233,60.0226,60.0237,60.0219,60.0219,60.024,60.0233,60.025,60.0213,60.021,60.0228,60.0224,60.0225,60.0219,60.0233,60.0213,60.0235,60.0231,60.0212,60.0225,60.0215,60.0235,60.0224,60.023,60.0238,60.0223,60.0237,60.0219,60.0225,60.0203,60.0227,60.0214,60.0223,60.0244,60.024,60.0225,60.0228,60.0224,60.0217,60.0253,60.0256,60.0227,60.0226,60.0246,60.0236,60.022,60.0239,60.0236,60.0223,60.0213,60.023,60.0228,60.0235,60.0226,60.0244,60.0213,60.0233,60.0233,60.024,60.023,60.0228,60.0226,60.0218,60.021,60.0223,60.0234,60.0212,60.0213,60.0227,60.0226,60.023,60.0227,60.0226,60.0217,60.022,60.0237,60.023,60.0237,60.0219,60.0218,60.0237,60.0246,60.0219,60.0205,60.0207,60.0224,60.0223,60.0226,60.0221,60.022,60.0214,60.0239,60.0213,60.0235,60.0226,0,0,0
637362992336000000,60.0228,60.023,60.0234,60.022,60.0232,60.0218,60.0225,60.0239,60.0231,60.024,60.0206,60.0208,60.0215,60.0235,60.0211,60.0212,60.0219,60.0235,60.024,60.0218,60.025,60.0229,60.0209,60.0223,60.0225,60.0239,60.023,60.0229,60.0247,60.0229,60.0221,60.0211,60.0257,60.0213,60.0229,60.0233,60.0231,60.0218,60.0226,60.023,60.0237,60.0231,60.0237,60.0211,60.0209,60.0216,60.0202,60.022,60.0246,60.0233,60.022,60.0208,60.0208,60.0219,60.0225,60.0201,60.0232,60.0238,60.0232,60.0241,60.0222,60.0251,60.0225,60.0222,60.0216,60.0215,60.0197,60.0233,60.0216,60.0213,60.0229,60.0233,60.0234,60.0218,60.0221,60.0223,60.0222,60.0246,60.0211,60.0237,60.023,60.0221,60.0238,60.0235,60.0221,60.0204,60.0211,60.0222,60.0236,60.0234,60.0225,60.0221,60.022,60.0235,60.0214,60.0206,60.0225,0,0,0
637362992337000000,60.0223,60.0221,60.023,60.0219,60.0235,60.0221,60.0229,60.0235,60.0226,60.0238,60.0211,60.0216,60.023,60.0226,60.0217,60.0214,60.0237,60.0228,60.0245,60.0218,60.0227,60.0229,60.0207,60.0223,60.022,60.0227,60.0236,60.0226,60.0238,60.0224,60.0203,60.0198,60.0215,60.0198,60.0221,60.0229,60.0235,60.0219,60.0218,60.0234,60.0216,60.0241,60.024,60.022,60.0228,60.0217,60.0245,60.0212,60.0245,60.023,60.0218,60.0212,60.0212,60.0217,60.0218,60.0213,60.0227,60.0217,60.0217,60.0244,60.0223,60.0252,60.022,60.0218,60.021,60.0213,60.022,60.0234,60.0218,60.0213,60.0218,60.0223,60.0225,60.0233,60.0221,60.0231,60.0227,60.0236,60.023,60.0243,60.023,60.0222,60.0237,60.0227,60.0224,60.0218,60.0214,60.0224,60.0234,60.0236,60.0229,60.0218,60.0214,60.0237,60.021,60.0233,60.0224,0,0,0
637362992338000000,60.0216,60.0211,60.0231,60.0218,60.0214,60.0225,60.0243,60.0233,60.0223,60.0227,60.0203,60.0209,60.0231,60.0217,60.0216,60.0217,60.0232,60.0219,60.0214,60.0226,60.0214,60.0241,60.024,60.0215,60.0212,60.0219,60.0227,60.0235,60.0236,60.0235,60.0221,60.0212,60.0229,60.0212,60.0218,60.023,60.023,60.0218,60.0223,60.0238,60.0221,60.0224,60.0225,60.0218,60.022,60.0214,60.0224,60.0217,60.0227,60.0219,60.0216,60.0208,60.0229,60.0214,60.0226,60.0237,60.0224,60.0231,60.0231,60.0274,60.0225,60.0264,60.0219,60.0226,60.024,60.0224,60.0234,60.025,60.0209,60.0212,60.0224,60.0215,60.0226,60.0243,60.0223,60.0226,60.0223,60.0231,60.0235,60.0236,60.0221,60.022,60.0235,60.0233,60.0223,60.0221,60.0218,60.023,60.023,60.0237,60.0235,60.0218,60.0219,60.0237,60.0213,60.0211,60.0224,0,0,0
637362992339000000,60.0216,60.0226,60.0227,60.0215,60.0235,60.024,60.0241,60.0229,60.0236,60.0232,60.0224,60.0219,60.0238,60.0226,60.0211,60.0223,60.0224,60.021,60.0196,60.0217,60.0223,60.0233,60.0223,60.0225,60.0216,60.0225,60.0228,60.0237,60.0234,60.0234,60.0225,60.0221,60.0239,60.0227,60.022,60.0219,60.0231,60.0219,60.0225,60.024,60.023,60.0241,60.0222,60.0207,60.0225,60.0209,60.0259,60.0198,60.0237,60.0227,60.0216,60.0214,60.0227,60.0213,60.0222,60.0272,60.0222,60.0246,60.0211,60.0268,60.0217,60.0252,60.0222,60.0224,60.023,60.0211,60.0197,60.0218,60.0217,60.0213,60.0226,60.0218,60.0228,60.0231,60.0219,60.0227,60.0225,60.0236,60.0234,60.0237,60.0227,60.0213,60.0232,60.0226,60.0222,60.0229,60.023,60.0238,60.0231,60.0232,60.0225,60.0226,60.0219,60.0239,60.0254,60.0211,60.0226,0,0,0
637362992340000000,60.0218,60.02,60.0237,60.0213,60.0218,60.023,60.0236,60.0228,60.0219,60.023,60.0207,60.0222,60.0239,60.0226,60.0218,60.0233,60.0226,60.0217,60.0194,60.0221,60.0224,60.0222,60.0219,60.0222,60.0221,60.022,60.021,60.0238,60.0219,60.0239,60.0229,60.0216,60.0207,60.0205,60.0219,60.0218,60.0216,60.0208,60.0227,60.0232,60.0211,60.0223,60.0235,60.02,60.0219,60.0219,60.0221,60.0224,60.0219,60.0217,60.0214,60.0219,60.0222,60.0219,60.0226,60.0239,60.0228,60.0212,60.0212,60.0233,60.0211,60.0274,60.0222,60.021,60.0228,60.0229,60.0248,60.0243,60.0241,60.0217,60.0222,60.0209,60.0217,60.0234,60.0211,60.0249,60.0227,60.0229,60.023,60.0231,60.0238,60.0212,60.0224,60.0229,60.0226,60.0227,60.0227,60.0234,60.0228,60.0232,60.0235,60.0221,60.0222,60.0225,60.0232,60.0219,60.0222,0,0,0
637362992341000000,60.0206,60.0217,60.0227,60.0216,60.0226,60.0238,60.0234,60.022,60.0228,60.0228,60.0223,60.0228,60.024,60.0229,60.0234,60.0229,60.0223,60.0227,60.02,60.0234,60.0212,60.0239,60.0226,60.0217,60.0229,60.0218,60.0224,60.0232,60.0229,60.0235,60.0207,60.0218,60.0239,60.0234,60.0229,60.0218,60.0236,60.0217,60.0232,60.0236,60.0222,60.0223,60.0211,60.0212,60.0224,60.0214,60.0231,60.0223,60.0224,60.022,60.0216,60.0225,60.0219,60.0222,60.0226,60.0227,60.0223,60.0256,60.0224,60.0254,60.0213,60.0258,60.0219,60.0221,60.0229,60.0218,60.0233,60.0225,60.0245,60.0228,60.0217,60.0218,60.022,60.0244,60.022,60.0231,60.0226,60.0219,60.0229,60.0228,60.023,60.0212,60.0223,60.0227,60.0227,60.0227,60.0223,60.0221,60.0228,60.0228,60.0234,60.0217,60.0218,60.0222,60.021,60.0219,60.0225,0,0,0
637362992342000000,60.022,60.0245,60.0233,60.0215,60.0229,60.0235,60.0229,60.0219,60.0222,60.0226,60.0233,60.0232,60.0234,60.0239,60.0227,60.0225,60.0217,60.0219,60.0208,60.0232,60.0227,60.0231,60.0218,60.0218,60.0228,60.0216,60.0224,60.0231,60.0214,60.0232,60.0213,60.0225,60.0219,60.0257,60.0222,60.0228,60.0238,60.0221,60.0228,60.0231,60.0219,60.0211,60.0219,60.0221,60.0229,60.0217,60.0211,60.0237,60.0219,60.0215,60.0217,60.0232,60.0219,60.0226,60.0224,60.0228,60.0219,60.0222,60.0214,60.0244,60.023,60.0256,60.0216,60.0225,60.0227,60.0233,60.0212,60.0224,60.0222,60.023,60.0218,60.0226,60.0219,60.0227,60.0227,60.0239,60.0229,60.0231,60.0227,60.0222,60.0218,60.0228,60.0218,60.0234,60.0226,60.024,60.0237,60.0216,60.0231,60.0228,60.0238,60.0222,60.0213,60.0214,60.0231,60.0235,60.0226,0,0,0
637362992343000000,60.0231,60.0223,60.0228,60.0215,60.0219,60.0237,60.0222,60.0219,60.023,60.0229,60.0236,60.0238,60.0238,60.022,60.0216,60.0235,60.0238,60.0226,60.0224,60.0221,60.0221,60.0242,60.0215,60.0229,60.0234,60.022,60.0228,60.0227,60.021,60.0224,60.022,60.0212,60.0232,60.0236,60.0237,60.022,60.0232,60.021,60.0236,60.0233,60.0218,60.0225,60.0212,60.0234,60.0241,60.022,60.0234,60.0209,60.0213,60.0215,60.0219,60.0234,60.0233,60.0231,60.0225,60.0226,60.0222,60.0234,60.0207,60.0228,60.0206,60.0254,60.0217,60.0214,60.0231,60.0231,60.0231,60.0133,60.0232,60.0229,60.0216,60.0221,60.0222,60.023,60.0213,60.0231,60.0221,60.0225,60.0233,60.0221,60.0219,60.0213,60.0227,60.0226,60.0223,60.0242,60.0236,60.0215,60.0234,60.0224,60.0236,60.0221,60.0226,60.0223,60.0236,60.0201,60.0226,0,0,0
637362992344000000,60.0218,60.0231,60.0231,60.0218,60.0223,60.0233,60.0224,60.022,60.0235,60.0224,60.0233,60.0235,60.0234,60.0217,60.0229,60.0233,60.0229,60.0223,60.0235,60.0233,60.0228,60.0233,60.0209,60.0222,60.023,60.0211,60.0222,60.0236,60.0213,60.0231,60.0227,60.0204,60.0222,60.0249,60.0235,60.0223,60.0243,60.0219,60.0232,60.0227,60.0223,60.0234,60.0226,60.0239,60.0232,60.0211,60.0223,60.0224,60.0224,60.0217,60.0215,60.0235,60.0236,60.0236,60.0219,60.0214,60.0211,60.0244,60.0224,60.0214,60.0214,60.0233,60.0219,60.0225,60.0232,60.0239,60.0224,60.0272,60.0202,60.0234,60.0219,60.0225,60.0221,60.0231,60.0228,60.0236,60.0232,60.0225,60.0231,60.0224,60.0235,60.023,60.021,60.0226,60.0226,60.0249,60.0242,60.0215,60.0211,60.0223,60.0224,60.0225,60.0224,60.0207,60.0238,60.0244,60.0226,0,0,0
637362992345000000,60.0225,60.0207,60.0234,60.0223,60.0219,60.0236,60.0218,60.0214,60.0235,60.0222,60.0238,60.0242,60.0233,60.0223,60.0214,60.0229,60.0227,60.0223,60.0277,60.0215,60.0221,60.0225,60.0268,60.0219,60.0232,60.0215,60.0231,60.0235,60.0223,60.0221,60.0236,60.0223,60.0224,60.0202,60.0235,60.0222,60.0239,60.0218,60.0234,60.0222,60.0217,60.0215,60.0207,60.0238,60.0234,60.0227,60.0216,60.0215,60.0224,60.0214,60.022,60.0238,60.0224,60.0237,60.0212,60.0219,60.022,60.0212,60.0214,60.0237,60.0217,60.0261,60.0219,60.0218,60.0229,60.0239,60.0245,60.0216,60.0224,60.0236,60.0221,60.022,60.0215,60.0207,60.0219,60.023,60.0227,60.0227,60.0233,60.0226,60.0225,60.0235,60.0213,60.0229,60.0222,60.0251,60.0245,60.0223,60.0216,60.0217,60.0221,60.0219,60.0218,60.0216,60.0234,60.0201,60.0223,0,0,0
637362992346000000,60.023,60.0247,60.0228,60.0234,60.0223,60.023,60.0219,60.0218,60.0222,60.0219,60.023,60.0239,60.023,60.0236,60.0223,60.0231,60.0224,60.0226,60.0259,60.0225,60.024,60.0217,60.025,60.0227,60.0234,60.022,60.0225,60.0233,60.0221,60.0225,60.0228,60.0241,60.0225,60.0236,60.023,60.0225,60.0239,60.0227,60.0234,60.022,60.0219,60.0205,60.0233,60.0245,60.0231,60.0208,60.0232,60.0213,60.0225,60.022,60.0216,60.0242,60.0241,60.0232,60.0217,60.022,60.0214,60.0241,60.0235,60.0206,60.0214,60.0237,60.0218,60.0225,60.0223,60.0236,60.0228,60.0204,60.0236,60.024,60.0215,60.0218,60.0216,60.0225,60.0221,60.0237,60.0233,60.023,60.023,60.0224,60.0219,60.0227,60.0208,60.022,60.023,60.0251,60.0254,60.0236,60.0217,60.0222,60.0227,60.0221,60.0225,60.0206,60.0248,60.0225,60.0227,0,0,0
